name,prefectures,count
KRbjMhaDMX,VO,8
ovCQfxURWj,VO,3
whklOxazbO,AKEBOU,6
nykhjnYqIs,AKEBOU,6
SRIctANnOU,AKEBOU,3
uILoiTaVlc,MOYEN-MONO,2
LIjXuoqhUZ,MOYEN-MONO,2
invvrEGQVb,LACS,6
pjNKPqeNXC,LACS,4
nwucGHfJZc,BASSAR,19
FXZOhJEIzg,BASSAR,19
CWEaPfsxDd,BASSAR,25
WzwHpoldPp,HAHO,2
QJrdwAARWP,BLITTA,9
WkzIMOgJkS,TCHAMBA,12
SIoXRhfTSW,AKEBOU,6
lCziTEfqUQ,DANKPEN,14
JfmjchdFXD,DANKPEN,12
gheZLWoinq,KERAN,3
vWVSNYxdLR,KERAN,1
HAfyJgJWGA,KERAN,3
YESMrTuLio,KOZAH,7
iZOtVYroJd,WAWA,3
QJrdwAARWP,WAWA,2
QtXbAFQsZb,AMOU,9
eGwidYFuZD,AMOU,6
ojehpQgSrl,CINKASSE,5
kJxMKZzRfE,CINKASSE,2
WzfOBUyuKl,CINKASSE,3
qsjAsuFOgs,CINKASSE,7
WVHwlmNkLa,TCHAOUDJO,2
bQdsaYgNLX,TCHAOUDJO,2
HojSyqGASE,ZIO,4
pIXwDvrwnG,ZIO,3
MUtBQpFQRw,ZIO,7
PcgWjDADaz,ZIO,4
TOuEAjDKAx,ZIO,2
YPFpQtnbtY,ZIO,2
vFZowziPWD,AVE,4
stHoeJDHYZ,VO,4
vifDnMSCuh,VO,3
OBlBgGgjAW,Unknown,26
qztazmUTYq,DOUFELGOU,3
UFJrnDyCIk,DOUFELGOU,1
LOaWMxZFCg,WAWA,3
EjCJZeCefL,DOUFELGOU,3
cSHNJFyQnS,DOUFELGOU,4
rWDwpQNHgI,DANKPEN,14
GKVUSaRkrA,MOYEN-MONO,1
OBlBgGgjAW,TCHAOUDJO,4
HjAIMyVzrh,HAHO,2
PJacssMYLF,HAHO,2
WzfOBUyuKl,AGOU,5
BgBqtHgCwv,AGOU,2
qCmErGAHbD,EST-MONO,7
fWextEzdas,EST-MONO,8
pVQcoosDdg,EST-MONO,4
pwXxvVvTag,OGOU,12
eWAQvXyzsn,OGOU,5
FxJBErMcuY,OTI,5
pjjlDwunYH,KPENDJAL,2
NUtIbkFRva,KPENDJAL,5
VtfVmimlyD,KPENDJAL,7
dDsxIrEWmd,KOZAH,3
cyedGKnkBl,VO,6
GZoAMDsevu,OTI,8
HWtrxWlsRj,OTI,5
PJacssMYLF,Unknown,26
GVwjVxGtco,KPELE,2
lOviNTgYuS,OGOU,9
djdQkxVwqo,KOZAH,2
vLPMuPwesn,TCHAMBA,12
xkThzuCDAY,AGOU,2
gghKDooQRp,AMOU,1
dYwshzRseD,LACS,2
riFCrfggWQ,LACS,3
pjNKPqeNXC,TONE,5
BACHlCiCAb,TONE,3
UsUqLqafHD,VO,2
XXOsfAbtCm,KPENDJAL-OUEST,3
izSmTsWlnn,KPENDJAL-OUEST,1
vaPfhlRHRO,ZIO,2
iqgEhaVoXu,ZIO,2
kJxMKZzRfE,ZIO,1
OFvNEylNLu,ZIO,1
dJSvXqUVSY,OTI-SUD,3
vtGDCFMTlc,Unknown,20
oqYPyoLIda,BLITTA,5
BTzVOXUmtE,PLAINE DU MO,2
siAtejNJZH,PLAINE DU MO,1
qabBOscpgy,KPENDJAL,2
HpuVGDEgpb,DOUFELGOU,3
buwNyRhUpz,DOUFELGOU,3
QVPqLwIIAe,DOUFELGOU,1
BQtMZqAokF,VO,1
UyJLCDWzzs,KOZAH,3
wtLahGMgBA,KPENDJAL-OUEST,2
PkPjUYMjzx,BINAH,3
MUtBQpFQRw,BINAH,1
lCziTEfqUQ,BINAH,2
vwAsfYMwAB,BINAH,2
gPWJPuaXKL,DOUFELGOU,1
pbAcugnzhb,AGOE-NYIVE,2
WbnHoIFCmD,AGOE-NYIVE,3
DFnBUVeJwU,HAHO,1
GsggmfMRqV,ZIO,1
tmsNSVtcYF,AVE,1
HojSyqGASE,PLAINE DU MO,2
lMZGCsCnsS,PLAINE DU MO,3
sOJeGrKwbe,PLAINE DU MO,3
lLzPcXlvZa,OTI-SUD,3
FXZOhJEIzg,OTI-SUD,4
zLbZKTJNoS,AKEBOU,5
BQtMZqAokF,SOTOUBOUA,9
MkJdKpHqVq,OGOU,9
JGPCbfDGes,OTI,11
irDykfVNyX,OTI,5
IZEaLxYaBi,OTI,9
UhEPUfBRmg,OTI,8
nwucGHfJZc,OTI,8
lMZGCsCnsS,KPENDJAL,7
VBmYQKZpes,KPENDJAL,3
DgMxmdyGUf,KPENDJAL,5
XzHqYYZkNc,KPELE,2
hIVnCXHYRu,KPELE,7
amzyXHglBx,KPELE,6
xYCPtUqRwb,OTI,5
qInBkNuqie,ASSOLI,2
GNraTpxZeh,ASSOLI,1
nTcayLUbsO,ASSOLI,1
iUChnGHNvU,WAWA,4
ZZfNnZytXW,WAWA,4
zRHUXtNVAD,WAWA,3
iZOtVYroJd,ANIE,9
JNywlwyguE,ANIE,5
AjjCWKeWXU,ANIE,3
xyMDNoyanA,AGOE-NYIVE,3
xAdcnOwhDr,AGOU,1
Ynvvkgthxn,AGOU,1
XtBzsiKfOs,AGOU,4
GtIDsRFBJR,AGOU,2
jxCkQxbZYq,DANKPEN,13
RTkddnKvSG,DANKPEN,15
gnGIUNfJqV,DANKPEN,14
nAHGdwJcGB,VO,5
CRBrRLxhvz,SOTOUBOUA,11
OWDaxBbECr,SOTOUBOUA,11
uAeSWdbQJv,BASSAR,16
sQGOjnDvvt,BASSAR,27
AASxnSdfla,BASSAR,26
YBBauxrJRx,BLITTA,6
noMsyEpeco,BLITTA,10
zZkqaZFAtz,BLITTA,14
NtbwWxPCpd,BLITTA,9
UhEPUfBRmg,AKEBOU,6
IcBmDOrMRa,AKEBOU,3
AGdRPdgtbK,MOYEN-MONO,1
VLTcsprApa,LACS,5
UsFoBbrsvZ,LACS,2
MkJdKpHqVq,LACS,6
NfhDWwJCLO,LACS,4
jMFZqtHcGd,LACS,2
DxByldiJlV,HAHO,2
BQtMZqAokF,HAHO,2
ppdbEHpImH,BLITTA,6
olPjbxYqCi,BLITTA,9
lFwFKrUUBY,KERAN,3
GqfQcmUGER,KERAN,7
NcLnQIbjfg,KERAN,6
pXBbuWstRf,KERAN,4
DHgtnkLApc,KERAN,9
KcOffvromc,KERAN,8
bkaCprmYrV,DANKPEN,12
MYNZcwCcTX,KERAN,4
ppdbEHpImH,KOZAH,5
CCjaSRuFZy,KOZAH,6
eZdziMulBE,KOZAH,7
sazpsvTcHe,WAWA,5
GZzKgIdsLS,WAWA,3
xxDSHSNyyP,AMOU,8
fNgbhjgzdh,AMOU,5
UsFoBbrsvZ,CINKASSE,4
QzfXSkNQiL,TCHAOUDJO,2
YYuFHpXvOR,KPELE,6
TOuEAjDKAx,KPELE,1
CmrbaxcQph,AVE,1
klfhtuUdnG,KERAN,4
wTBCLBAKSO,KERAN,5
AaJProAtlR,KERAN,7
fxbDhUtQlR,VO,2
aNGoLSaKjJ,Unknown,32
kJxMKZzRfE,Unknown,17
wtLahGMgBA,DOUFELGOU,2
wzNphlhEzM,DOUFELGOU,4
povJVGLkoa,DOUFELGOU,5
hNKyGUZvKP,DOUFELGOU,1
pLeFzUJMnH,WAWA,2
BiNYEqkmfd,DOUFELGOU,2
TTukgLnomN,DOUFELGOU,3
qxnDBaTRqt,MOYEN-MONO,1
eZKTVgnWxe,MOYEN-MONO,1
MwwaFwHBKL,ANIE,4
oIbyXYpcAp,TCHAOUDJO,4
wATbXpdAyK,HAHO,3
kEPdsLrUmM,EST-MONO,9
WzwHpoldPp,EST-MONO,4
qKhUVcTwow,BLITTA,3
EXcbIHRxSP,OGOU,10
gvsutalzBt,KPENDJAL,4
ygMEXUQDbn,KOZAH,3
qkqRyNFZwl,KOZAH,2
DgMxmdyGUf,CINKASSE,6
eEZhgiwXcE,CINKASSE,3
blEUAqlsRX,EST-MONO,2
IelBpMhHEF,KPELE,3
ayEzTOeqlf,Unknown,28
vhQQkOYkyg,Unknown,25
oqYPyoLIda,OGOU,8
dyrrCwCdEP,KPENDJAL,5
AUTkwbgHqI,KPENDJAL,2
DhHNvWluua,KOZAH,5
QilpPuwazs,AGOU,4
AwzYubLqXX,LACS,2
nTcayLUbsO,WAWA,1
gheZLWoinq,TONE,5
qIBIaIrwAT,TONE,5
qcskJLpqeJ,TONE,4
MlWUJdevSL,AGOU,3
tbDycaGhZM,AGOU,1
aMtpbeWdkc,KPENDJAL-OUEST,3
YXmUSbWjvq,KPENDJAL-OUEST,1
RMiAgtyKvN,KPENDJAL-OUEST,1
wsWDzKQWnF,ZIO,1
ylDYDoPtpT,ZIO,2
VLdIOQJoMg,ZIO,1
LOaWMxZFCg,AVE,2
rCLoXTUsJK,Unknown,28
NfhDWwJCLO,KPENDJAL-OUEST,1
RcPCHnSiQK,PLAINE DU MO,2
uXZrufHOmE,KPENDJAL,4
ApDvhzOUJr,KPENDJAL,2
aTGHRQlzWn,DOUFELGOU,3
EjCJZeCefL,VO,1
KbUQFLqqFj,KOZAH,5
oCMLouzjOm,KOZAH,2
FmeGrkvLDt,Unknown,23
hkKbrByhKB,KPENDJAL-OUEST,1
KbnRaCwoPO,BINAH,3
YmKryGrJKf,BINAH,2
WhCdBCpDlt,DOUFELGOU,2
LOPoEfCCUP,AGOE-NYIVE,2
MtCtlnflji,AGOE-NYIVE,2
pVQcoosDdg,AGOE-NYIVE,1
bkaCprmYrV,CINKASSE,1
XgRToouYOC,TCHAMBA,13
bbULZsbSzH,TCHAMBA,20
FUSzvJPVFA,OTI-SUD,5
bFmbnJnppt,OTI-SUD,12
EXIjNExlZx,AKEBOU,6
ZjWSSiDtdL,SOTOUBOUA,16
GhyjjFXhGx,SOTOUBOUA,16
yBJaOlsnOW,SOTOUBOUA,18
FXlARdgXWR,OGOU,8
ZjWSSiDtdL,OGOU,7
lwjEmkzQNj,OGOU,14
HYvKBZhHtl,OTI,13
OOXpmYiddw,KPENDJAL,5
CWEaPfsxDd,KPENDJAL,5
iLroMLiXNJ,KPENDJAL,10
gMGXGXdSes,KPENDJAL,8
WxccJpAylz,KPELE,5
FmVLCXwbdO,KPELE,6
iGnSsLVhQa,KPELE,7
IneeuwqmOb,KPELE,9
mMSHSilfqR,KPELE,5
XQqgsBPivb,TCHAMBA,14
VtfVmimlyD,OTI,9
KIlSZGQiOh,OTI,6
YtvkGlMWwe,OTI,8
HFuHhFZxEg,OTI,10
PqKvVNqmwR,OTI,7
hAiLgrTSEW,TCHAOUDJO,5
HQTOutwkjU,TCHAOUDJO,7
hIVnCXHYRu,WAWA,4
IdYycyWmjl,WAWA,2
CcQXgNmxnD,WAWA,2
pIXwDvrwnG,WAWA,3
aRdOKnlBvg,ANIE,10
NcLnQIbjfg,ANIE,13
PqKvVNqmwR,ANIE,7
xYCPtUqRwb,KPELE,2
mJWGtFIzUT,KPELE,3
djdQkxVwqo,AGOE-NYIVE,3
OHFkbArviB,AGOE-NYIVE,1
RiIzqSwCTc,AGOE-NYIVE,2
dGfPySamIT,AGOE-NYIVE,2
OEnehPWWpZ,AGOU,3
SAepputQIJ,DANKPEN,15
jZfnWkiaaa,DANKPEN,13
BQtMZqAokF,DANKPEN,17
FSKqEXXvfu,VO,6
qabBOscpgy,VO,2
bPeTUFClFy,VO,4
sazpsvTcHe,SOTOUBOUA,17
UsFoBbrsvZ,SOTOUBOUA,13
wzNphlhEzM,BASSAR,25
VHyEqlVDQc,BASSAR,25
AsvtszbEnV,AKEBOU,4
mIchMaqvWj,SOTOUBOUA,8
HmXwlwGPuT,BLITTA,8
SwTJzGoKSI,BLITTA,6
YPFpQtnbtY,VO,5
RHwQjmZACX,VO,6
DKPYCgMoYm,AKEBOU,9
GAVHmzoRVT,ANIE,9
CaNaOEkaIY,ANIE,7
bQdsaYgNLX,MOYEN-MONO,1
HFuHhFZxEg,MOYEN-MONO,1
XCFXXkOFDC,LACS,5
siAtejNJZH,LACS,4
ybfXwoTOIB,HAHO,1
YRmmDyznJu,BLITTA,4
iUChnGHNvU,BLITTA,13
EYhApuDvLA,KERAN,3
XzHqYYZkNc,KERAN,7
dIrNKTmhjQ,KERAN,6
vfIkaweSRw,DANKPEN,10
kncczthuUU,OTI-SUD,9
eZKTVgnWxe,OTI-SUD,4
zvoiMpXZyl,KERAN,4
ImQkdpTdeO,DANKPEN,12
jcdTKCpPut,BASSAR,16
kPLmQfcQpz,BASSAR,20
byiPUgprau,WAWA,2
FWxsvobejh,WAWA,1
MmIxVLmHhY,AMOU,7
MutXOBkUOR,CINKASSE,2
WzwHpoldPp,CINKASSE,6
FZwYwVYWzf,BASSAR,26
ppdbEHpImH,ZIO,1
gvsutalzBt,ZIO,4
UBjPeHTMSJ,ZIO,2
xxDSHSNyyP,ZIO,3
IcBmDOrMRa,AVE,1
gNdNMWRVVK,AVE,2
oYNcznnOgJ,VO,3
txIzCzvHKy,VO,1
eZdziMulBE,Unknown,29
hrvIKPBhYK,Unknown,25
HdAIRIgWMB,Unknown,31
ndiLZkxcOB,DOUFELGOU,6
MVTAtjawTk,TCHAOUDJO,3
xceGzedNsY,HAHO,2
OBrvsvlwmE,AGOU,4
bFmbnJnppt,EST-MONO,8
PJacssMYLF,EST-MONO,5
JHtwryoVie,EST-MONO,7
prxHvLSySc,OGOU,12
FUSzvJPVFA,KPENDJAL,4
QtpFCmMrGc,KOZAH,4
NWzJeACtDf,KOZAH,3
ZldclfuucE,Unknown,24
HNQbVKqVtS,CINKASSE,1
LpJzZrzCrS,CINKASSE,3
FSKqEXXvfu,OTI-SUD,6
tyCEirACrD,OTI-SUD,5
pRVQmupfbd,OTI-SUD,5
TWqJpGQpuk,OTI-SUD,5
GtIDsRFBJR,VO,4
WkYMqONJIk,EST-MONO,5
FtMfdJnLrr,EST-MONO,6
QvkeuBfZDR,EST-MONO,6
sOJeGrKwbe,KPENDJAL,4
wIqwZGAkRq,AMOU,7
fxbDhUtQlR,TCHAOUDJO,2
XKcjorfNRw,TONE,4
HbZFZzkRjc,TONE,1
dJSvXqUVSY,ANIE,7
laUkcybqhJ,KPENDJAL-OUEST,4
oXDALOBqfk,KPENDJAL-OUEST,1
dsBHAdXrrk,ZIO,2
YnVDmyOZKz,AVE,2
CsMFeQoaLM,KPENDJAL-OUEST,2
WRFtJAqJHm,KPENDJAL-OUEST,1
AVkNVyOMzy,OTI-SUD,3
naVptxZAGL,OTI-SUD,2
SMuqSKCnZA,PLAINE DU MO,1
iTISiQNqAr,PLAINE DU MO,1
VRuawWxKPq,KOZAH,1
FMujpiXSPS,KPENDJAL,2
rRmRPRzpPA,KPENDJAL-OUEST,1
qCmErGAHbD,KPENDJAL-OUEST,1
RiBAkZqeyg,BINAH,3
FoVXqPnuHd,BINAH,1
AVkNVyOMzy,BINAH,2
kEPdsLrUmM,AGOE-NYIVE,2
aIAqzmDCXE,VO,1
FMujpiXSPS,BINAH,2
stHoeJDHYZ,BINAH,1
OHFkbArviB,BINAH,1
HjHbCoMcrt,AVE,2
MutXOBkUOR,TCHAMBA,18
GZzKgIdsLS,TCHAMBA,9
ewpFeeyUAI,TCHAMBA,11
qsjAsuFOgs,PLAINE DU MO,1
MRjyzbOAfJ,OTI-SUD,9
zLbZKTJNoS,OTI-SUD,9
KbVDiKanAc,OTI-SUD,9
IdYycyWmjl,OTI-SUD,8
IVyaRiYjnT,AKEBOU,9
oglAFNPvjT,AKEBOU,5
OMwCRfaoHD,AKEBOU,8
fUAFFeYyZN,AKEBOU,12
aKzuRMIgvK,AKEBOU,6
XASKSjEQKp,AKEBOU,12
IvOrlIzYfz,AKEBOU,8
osejBtJLAB,SOTOUBOUA,18
bNZOUWCToK,SOTOUBOUA,11
MwwaFwHBKL,SOTOUBOUA,12
ogRUjCsmuE,OGOU,7
kKNTKcBBIF,OGOU,15
ygMEXUQDbn,OTI,8
RVqdDcQCth,OTI,15
iWxtzZgTKO,OTI,6
uTDSAZTKdw,KPENDJAL,4
wiBGamfrmV,KPENDJAL,7
ZIIBodTyZY,KPENDJAL,3
djdQkxVwqo,KPENDJAL,4
RTkddnKvSG,KPENDJAL,4
gCXaKCzHgQ,KPENDJAL,6
UAHdDuyIeM,KPELE,6
MQHEOdAbZm,TCHAMBA,9
XrjUlgrTZi,TCHAMBA,7
xplsWnyETU,OTI,14
NAbSoyFhvh,OTI,9
YRmmDyznJu,OTI,8
DZrnxkCrGa,TCHAOUDJO,7
uEJURlyyEs,TCHAOUDJO,9
IwcANTpStb,TCHAOUDJO,6
LuwPfazSuK,TCHAOUDJO,3
GpIDnOEdYH,TCHAOUDJO,7
AEKnAnngAv,ASSOLI,1
BPZdpnMrQX,ASSOLI,1
BEGhLiPIch,ASSOLI,1
ceziKFFyBN,WAWA,6
FvpAevxQRy,WAWA,2
pUGyOhdpWf,WAWA,2
fIEKotAegd,ANIE,11
XQqgsBPivb,ANIE,15
qKhUVcTwow,ANIE,6
hxEJezKbVe,KPELE,7
XFhWegeEzL,KPELE,5
RBDklSsXkt,AGOU,4
ZIIBodTyZY,OTI,4
CcQXgNmxnD,DANKPEN,11
tonLBGQuSV,DANKPEN,9
uXZrufHOmE,BASSAR,24
qKhUVcTwow,BASSAR,36
NbmtdveYjH,AKEBOU,6
UWgavSMUps,SOTOUBOUA,10
MkJdKpHqVq,BLITTA,6
JyGYBsSFuk,BLITTA,9
BvnGJfecWV,VO,6
rWDwpQNHgI,AKEBOU,2
eEZhgiwXcE,ANIE,12
eHvpkmFarn,ANIE,7
mMSHSilfqR,MOYEN-MONO,1
wVqnidxTXT,MOYEN-MONO,2
TiwIWgxNDk,LACS,4
wATbXpdAyK,LACS,3
TTukgLnomN,HAHO,2
DHgtnkLApc,HAHO,2
JGPCbfDGes,BLITTA,16
GAVHmzoRVT,AKEBOU,12
FZwYwVYWzf,KERAN,11
iymcIyjaKw,DANKPEN,16
IDphzsEknT,DANKPEN,14
DgMxmdyGUf,DANKPEN,11
AasVYySWrX,OTI-SUD,11
MgqQtXBeFP,KERAN,4
aRdOKnlBvg,KERAN,7
lrfyjRJVDe,KERAN,3
SrXVvCoUNT,KERAN,7
JgpavfITSP,KERAN,5
AVkNVyOMzy,KOZAH,4
WkzIMOgJkS,KOZAH,3
YTzSyOzNPv,KOZAH,7
fGfyHISsfA,BASSAR,18
XXOsfAbtCm,BASSAR,23
wsWDzKQWnF,WAWA,2
kncczthuUU,AMOU,4
CcQXgNmxnD,AMOU,3
DhHNvWluua,CINKASSE,4
iVZgDwcEYU,CINKASSE,1
YBBauxrJRx,TCHAOUDJO,3
yMlzPfwvRF,TCHAOUDJO,6
CRClDwftom,AKEBOU,3
RnckHGrMqL,TCHAMBA,5
gCXaKCzHgQ,TCHAMBA,12
WVHwlmNkLa,ZIO,3
TqESuDNBjJ,AVE,3
iWxtzZgTKO,AVE,2
JhVHCvTQWa,AVE,3
AxyvKBckMr,AVE,3
tCEjDGYMpP,KERAN,1
yofaYDcyWJ,KERAN,4
qtfZpgkkow,KERAN,4
ReNRCDHcqZ,VO,6
WhCdBCpDlt,VO,2
czTZNuGAUb,BLITTA,7
fVqkkxNHhG,BASSAR,18
wmyAJISQoE,DOUFELGOU,3
AhgERedHbP,DOUFELGOU,4
OOXpmYiddw,DOUFELGOU,3
LpOuvgMZrq,OTI-SUD,11
HAuViSJSst,OTI-SUD,7
YtJwPvzKLZ,DOUFELGOU,2
lCJsWrEQOo,TCHAOUDJO,1
TzgNxHLklN,HAHO,2
hxEJezKbVe,HAHO,1
bkanszCcLO,HAHO,1
NaficwxEvQ,HAHO,1
fIZJVXncRk,AGOU,2
SIoXRhfTSW,EST-MONO,6
OBrvsvlwmE,OGOU,8
iBbmdmTWEX,AMOU,7
FXZOhJEIzg,AMOU,2
HNQbVKqVtS,KPENDJAL,5
TLyOlzgZFy,KPENDJAL,5
tQEElXPRrD,KPENDJAL,3
rJWmXhJqHE,KOZAH,5
UeuReFqmqD,KOZAH,3
nykhjnYqIs,CINKASSE,2
thYTDgQYkj,EST-MONO,5
cZzlioFPLu,EST-MONO,3
TlftmPGtpA,EST-MONO,5
HwQqxNPTQK,EST-MONO,2
VgzPqPFQUJ,AMOU,4
tnJHBXEkFA,LACS,6
wOAlyANdZh,LACS,2
pIXwDvrwnG,TONE,8
wIqwZGAkRq,TONE,4
yBJaOlsnOW,TONE,1
AWrbWzWkYp,TONE,1
aSpAQqOnRJ,DANKPEN,7
gNdNMWRVVK,KPENDJAL-OUEST,2
kkhBvxKiOp,KPENDJAL-OUEST,3
qlmeAxeFWJ,ZIO,2
HbZYYBsKHV,AVE,3
DxByldiJlV,Unknown,25
rFFUBynNSh,Unknown,29
hIVnCXHYRu,KPENDJAL-OUEST,1
zXxJyZETOR,KPENDJAL-OUEST,4
IJhqDwilXs,TONE,2
AasVYySWrX,PLAINE DU MO,2
EfjymfRMbO,Unknown,28
lCzujKzQEH,DOUFELGOU,2
pbAcugnzhb,DOUFELGOU,2
XDpdMRFttS,PLAINE DU MO,1
zjKDESgBgP,TONE,2
dIZzFczUIO,LACS,2
tOcJrDRvkO,LACS,1
RHwQjmZACX,BINAH,1
osejBtJLAB,HAHO,1
bPbNEGFKQC,TCHAMBA,16
cwpKFRUvkr,TCHAMBA,12
pjNKPqeNXC,TCHAMBA,10
tJJxMfkxYb,PLAINE DU MO,2
uXZrufHOmE,PLAINE DU MO,2
aKzuRMIgvK,PLAINE DU MO,1
UDucbUSZmf,PLAINE DU MO,6
thYTDgQYkj,PLAINE DU MO,1
dBwyGrqwqo,PLAINE DU MO,3
yedOtOyiOq,PLAINE DU MO,2
iqgEhaVoXu,OTI-SUD,6
JyGYBsSFuk,OTI-SUD,5
YtvkGlMWwe,OTI-SUD,5
RiBAkZqeyg,AKEBOU,7
AUTkwbgHqI,AKEBOU,7
dSbpmigxHS,AKEBOU,9
AtJvmmmRmW,AKEBOU,9
rRBPnMdqKx,SOTOUBOUA,15
LuwPfazSuK,SOTOUBOUA,19
eHvpkmFarn,OGOU,8
lCziTEfqUQ,OGOU,13
PbRfzosOyI,OGOU,14
ANnpaBqoKb,OTI,7
ixgtPfMtcF,OTI,12
lCzujKzQEH,OTI,8
KIlSZGQiOh,KPENDJAL,2
sRwkKszrXq,KPELE,5
ZcLldUECdN,KPELE,9
ixgtPfMtcF,KPELE,6
xkThzuCDAY,TCHAOUDJO,4
MRjyzbOAfJ,ASSOLI,1
fnmFFTzlpW,WAWA,3
jxCkQxbZYq,WAWA,3
QtXbAFQsZb,ANIE,6
VqGWSxnoSB,ANIE,11
oXDALOBqfk,KPELE,7
jEKQLrKUTH,AGOE-NYIVE,2
gMGXGXdSes,AGOE-NYIVE,4
IqWgKhGyju,AGOE-NYIVE,2
sHLZFdgmpU,AGOU,2
svuCPzHHDw,AGOU,3
rJAPaflfZw,AGOU,3
wATbXpdAyK,DANKPEN,15
fddDfReEWS,VO,5
LpJzZrzCrS,VO,5
KbxhvMwzfe,SOTOUBOUA,10
SsxfAtMPUp,SOTOUBOUA,11
jxCkQxbZYq,SOTOUBOUA,14
dSbpmigxHS,TCHAMBA,4
kEPdsLrUmM,BASSAR,21
TNXtnfRBDx,BASSAR,20
kkhBvxKiOp,BASSAR,17
YESMrTuLio,BASSAR,25
OFfrtJzcUq,AKEBOU,6
LzHtHCEMmj,AKEBOU,7
EYCADfAwdo,MOYEN-MONO,1
ogoxnXYWfc,MOYEN-MONO,2
vfIkaweSRw,MOYEN-MONO,1
whklOxazbO,BASSAR,23
dIZzFczUIO,BASSAR,22
XstqtfmwLR,BASSAR,30
QtpFCmMrGc,BASSAR,14
XnMzZAZGDz,HAHO,4
uqloFKfVPJ,HAHO,1
lrfyjRJVDe,HAHO,2
KyrhQLqNPz,HAHO,3
RDaOnaMCTV,BLITTA,11
BYchYSyqVC,KERAN,4
ShqzWdRqPU,KERAN,4
zLbZKTJNoS,KERAN,4
XASKSjEQKp,WAWA,4
GmgFVkcBZD,AMOU,5
wVqnidxTXT,AMOU,6
QsmkpTqIke,AMOU,10
AWrbWzWkYp,AMOU,4
idRaVutnLw,AMOU,5
eZdziMulBE,CINKASSE,6
itEXCvgIqG,CINKASSE,3
HbZYYBsKHV,TCHAOUDJO,4
WgMwBmzvJI,BASSAR,24
kHvRKmzbkc,BASSAR,20
ygMEXUQDbn,KPELE,6
CCjaSRuFZy,ZIO,2
RHwQjmZACX,AVE,2
bgdKSBRhzs,BASSAR,17
CaNaOEkaIY,Unknown,24
ImQkdpTdeO,BLITTA,6
kcaFcvPYkG,BASSAR,19
cnvqhtEuSm,OTI-SUD,7
VWAZXcxOwE,OTI-SUD,4
BEGhLiPIch,WAWA,3
OtFfOxcGMu,DANKPEN,15
yKFQNXyPic,MOYEN-MONO,2
LuwPfazSuK,ANIE,6
DhHNvWluua,HAHO,1
EXIjNExlZx,HAHO,3
yMlzPfwvRF,HAHO,1
MeTEPQRzdm,EST-MONO,5
dIZzFczUIO,AMOU,8
IVyaRiYjnT,AMOU,4
UzIHDpTKIh,KPENDJAL,4
naVptxZAGL,Unknown,30
YXmUSbWjvq,Unknown,27
WbnHoIFCmD,CINKASSE,4
AasVYySWrX,LACS,3
GudMukUipk,LACS,5
RiBAkZqeyg,LACS,6
HAuViSJSst,LACS,3
otcUfMSjlb,KPELE,8
QiNMmMRHhs,Unknown,20
KKqSymtytr,KPENDJAL,5
WgMwBmzvJI,OGOU,5
maNvjguwmL,AGOU,1
eFcLLNOkXl,TONE,7
ldesjNoHDj,TONE,5
RPsTwWPpbu,TONE,3
mNlCVRIeBc,TONE,6
DgENjcsCZV,OGOU,6
yXjRpJynYk,KPENDJAL-OUEST,2
MUIjVCDoEa,KPENDJAL-OUEST,1
KiPnIUXYqs,EST-MONO,3
cTTmiuNsBv,CINKASSE,1
SfYYdhfojI,BLITTA,4
KndCfBRhIJ,PLAINE DU MO,1
aIAqzmDCXE,AKEBOU,3
nFeAuUzDCe,OGOU,2
vQSvXOABhG,PLAINE DU MO,2
YUOLwOzwDb,BINAH,1
MRjyzbOAfJ,BINAH,3
nAHGdwJcGB,AGOE-NYIVE,1
PDZFqfSCnw,AGOE-NYIVE,4
mWmJFGtObp,VO,1
DJbXtdBIln,AGOE-NYIVE,1
NWzJeACtDf,BINAH,1
tEjmXNzgIf,BINAH,1
bZvWYAmjGh,CINKASSE,1
bFmbnJnppt,HAHO,1
PqKvVNqmwR,HAHO,1
qIiquzKsbI,ZIO,1
rHrHUuinDi,TCHAMBA,12
ptudOnjdRU,PLAINE DU MO,2
BEGhLiPIch,PLAINE DU MO,1
bONpclnWek,OTI-SUD,4
EfhlWiPAUL,OTI-SUD,11
uOAmUlHQos,AKEBOU,10
CXRpRFmPNR,AKEBOU,5
hvbvXyyZQE,SOTOUBOUA,9
oCMLouzjOm,SOTOUBOUA,11
XxEFcyAuUH,OGOU,14
MJKWEawMBC,OGOU,11
LySPboXRJq,OGOU,10
OXryhijRsq,OTI,11
jxjpEIXJNY,OTI,5
oIbyXYpcAp,OTI,10
lILvNwZpJg,OTI,12
WLjpZNuKnx,OTI,7
byiPUgprau,KPENDJAL,1
wmyAJISQoE,KPENDJAL,2
qCmErGAHbD,KPELE,6
ROuebiUUVa,KPELE,8
qtfZpgkkow,KPELE,4
SWrVGAUaYc,KPELE,8
QOpgXgWkUp,TCHAMBA,8
GtPzYvLGKa,TCHAMBA,16
kkhBvxKiOp,TCHAOUDJO,4
fUAFFeYyZN,TCHAOUDJO,2
EYhApuDvLA,TCHAOUDJO,10
SIoXRhfTSW,TCHAOUDJO,7
zZkqaZFAtz,TCHAOUDJO,8
ANZEnbkmQy,ASSOLI,1
oxnZdbxnvn,ASSOLI,2
tJVBJkAsIk,WAWA,4
kHvRKmzbkc,WAWA,2
